TE,Saprobic_Hyphae,Parasitic_Spherules,Sph+1,Exp_Sph,Species 
All genes,34.32,47.58,48.58,5.602290585,C.immitis
All genes,181.86,730.62,731.62,9.514950704,C.immitis
All genes,294.31,723.16,724.16,9.500164679,C.immitis
All genes,158.96,54.88,55.88,5.804260116,C.immitis
All genes,5.96,15.66,16.66,4.058316496,C.immitis
All genes,12.42,13.19,14.19,3.826802684,C.immitis
All genes,3.59,7.39,8.39,3.068670811,C.immitis
All genes,9.58,6.49,7.49,2.904965719,C.immitis
All genes,21.09,16.49,17.49,4.128458384,C.immitis
All genes,8.66,26.58,27.58,4.785550552,C.immitis
All genes,1.75,4.76,5.76,2.526068812,C.immitis
All genes,2.76,68.67,69.67,6.122465658,C.immitis
All genes,1.28,3.92,4.92,2.298658316,C.immitis
All genes,13.8,23.79,24.79,4.631686366,C.immitis
All genes,132.17,141.86,142.86,7.158458216,C.immitis
All genes,43.04,19.52,20.52,4.358958826,C.immitis
All genes,8.5,3.92,4.92,2.298658316,C.immitis
All genes,26.3,20.44,21.44,4.422233001,C.immitis
All genes,25.16,19.63,20.63,4.366671916,C.immitis
All genes,12.38,10.8,11.8,3.560714954,C.immitis
All genes,44.83,38.9,39.9,5.318316841,C.immitis
All genes,66.3,10.28,11.28,3.495695163,C.immitis
All genes,76.24,43.25,44.25,5.46760555,C.immitis
All genes,753.95,51.2,52.2,5.705977902,C.immitis
All genes,75.12,23.65,24.65,4.623515741,C.immitis
All genes,24.04,1.94,2.94,1.555816155,C.immitis
All genes,80.26,1.73,2.73,1.448900951,C.immitis
All genes,138.87,8.16,9.16,3.195347598,C.immitis
All genes,6.41,4.52,5.52,2.464668267,C.immitis
All genes,146.86,82.99,83.99,6.392145663,C.immitis
All genes,7.31,8.55,9.55,3.255500733,C.immitis
All genes,14.29,11.3,12.3,3.62058641,C.immitis
All genes,2.52,7.54,8.54,3.09423607,C.immitis
All genes,54.9,28.23,29.23,4.869377924,C.immitis
All genes,24.7,107.19,108.19,6.757423347,C.immitis
All genes,33.03,23.51,24.51,4.615298579,C.immitis
All genes,100.01,91.39,92.39,6.529664802,C.immitis
All genes,689.75,183.71,184.71,7.529118164,C.immitis
All genes,44.76,47.07,48.07,5.587064898,C.immitis
All genes,262.59,201.85,202.85,7.664269492,C.immitis
All genes,5.43,11.66,12.66,3.6622055,C.immitis
All genes,31.47,63.59,64.59,6.013238915,C.immitis
All genes,26.7,32.18,33.18,5.052241981,C.immitis
All genes,5.67,38.3,39.3,5.296457407,C.immitis
All genes,2.3,6.36,7.36,2.879705766,C.immitis
All genes,139.69,106.21,107.21,6.744295669,C.immitis
All genes,157.66,147.67,148.67,7.215969746,C.immitis
All genes,27.19,21.89,22.89,4.516645558,C.immitis
All genes,50.17,33.52,34.52,5.109360559,C.immitis
All genes,51.47,30.29,31.29,4.967629753,C.immitis
All genes,38.9,18.27,19.27,4.268284667,C.immitis
All genes,12.01,17.04,18.04,4.173127433,C.immitis
All genes,74.85,40.5,41.5,5.375039431,C.immitis
All genes,55.74,53.12,54.12,5.758089934,C.immitis
All genes,3.18,3.95,4.95,2.307428525,C.immitis
All genes,51.93,71.29,72.29,6.175724185,C.immitis
All genes,303.69,243.28,244.28,7.93239194,C.immitis
All genes,4.98,6.99,7.99,2.998195503,C.immitis
All genes,12.57,7.96,8.96,3.163498732,C.immitis
All genes,88.08,74.64,75.64,6.241077458,C.immitis
All genes,11.92,22.38,23.38,4.547203025,C.immitis
All genes,53.81,4.88,5.88,2.555816155,C.immitis
All genes,301,63.98,64.98,6.021923839,C.immitis
All genes,12.59,16.03,17.03,4.09000653,C.immitis
All genes,86.56,93.31,94.31,6.559338848,C.immitis
All genes,21.17,15.1,16.1,4.008988783,C.immitis
All genes,109.24,108.73,109.73,6.7778142,C.immitis
All genes,9.53,3.18,4.18,2.063502942,C.immitis
All genes,16.21,15.64,16.64,4.056583528,C.immitis
All genes,55.12,30.9,31.9,4.995484519,C.immitis
All genes,231.42,245.67,246.67,7.946438456,C.immitis
All genes,15.86,21.65,22.65,4.501439145,C.immitis
All genes,9.4,27.6,28.6,4.837943242,C.immitis
All genes,52.28,3.69,4.69,2.229587923,C.immitis
All genes,84.59,64.5,65.5,6.033423002,C.immitis
All genes,37.43,36.5,37.5,5.22881869,C.immitis
All genes,53.61,51.11,52.11,5.70348835,C.immitis
All genes,40.18,36.68,37.68,5.23572706,C.immitis
All genes,91.92,66.94,67.94,6.086189313,C.immitis
All genes,76.63,95.48,96.48,6.592158002,C.immitis
All genes,13.14,10.26,11.26,3.493134922,C.immitis
All genes,2.38,0.92,1.92,0.941106311,C.immitis
All genes,0.78,1.92,2.92,1.545968369,C.immitis
All genes,7.08,3.78,4.78,2.257010618,C.immitis
All genes,62.56,14.64,15.64,3.967168608,C.immitis
All genes,2.44,4.28,5.28,2.40053793,C.immitis
All genes,11.81,8.85,9.85,3.300123725,C.immitis
All genes,3.01,4.67,5.67,2.503348735,C.immitis
All genes,28.89,22.39,23.39,4.547819957,C.immitis
All genes,61.88,115.84,116.84,6.868390453,C.immitis
All genes,27.37,25.14,26.14,4.708187236,C.immitis
All genes,49.2,33.66,34.66,5.115199749,C.immitis
All genes,16.68,18.47,19.47,4.283180979,C.immitis
All genes,28.55,24.02,25.02,4.645009884,C.immitis
All genes,28.09,15.62,16.62,4.054848477,C.immitis
All genes,1.9,1.52,2.52,1.333423734,C.immitis
All genes,34.9,20.22,21.22,4.407352751,C.immitis
All genes,6.39,4.28,5.28,2.40053793,C.immitis
All genes,16.72,17.65,18.65,4.221103725,C.immitis
All genes,800.28,1136.94,1137.94,10.15220878,C.immitis
All genes,7.07,8.43,9.43,3.237257771,C.immitis
All genes,16.55,27.12,28.12,4.813524689,C.immitis
All genes,4.08,2.39,3.39,1.761285273,C.immitis
All genes,29.37,51.89,52.89,5.72492307,C.immitis
All genes,33.48,28.7,29.7,4.892391026,C.immitis
All genes,68.64,83.47,84.47,6.400367146,C.immitis
All genes,14.66,41.82,42.82,5.420212891,C.immitis
All genes,302.78,937.91,938.91,9.874843064,C.immitis
All genes,9.78,18.35,19.35,4.274261661,C.immitis
All genes,10.29,30.13,31.13,4.960233672,C.immitis
All genes,575.28,2333.83,2334.83,11.1891018,C.immitis
All genes,10.38,6.08,7.08,2.82374936,C.immitis
All genes,99.84,142.43,143.43,7.164203001,C.immitis
All genes,7.54,8.74,9.74,3.283921772,C.immitis
All genes,15.41,6.08,7.08,2.82374936,C.immitis
All genes,47.6,65.93,66.93,6.064581109,C.immitis
All genes,1.84,2.15,3.15,1.655351829,C.immitis
All genes,1.01,1.39,2.39,1.257010618,C.immitis
All genes,25.29,29.18,30.18,4.915520901,C.immitis
All genes,3.15,3.07,4.07,2.025028794,C.immitis
All genes,85.5,115.22,116.22,6.86071455,C.immitis
All genes,16.16,22.12,23.12,4.531069493,C.immitis
All genes,188.74,205.53,206.53,7.690207549,C.immitis
All genes,163.84,132.47,133.47,7.060371694,C.immitis
All genes,104.62,54.51,55.51,5.794675788,C.immitis
All genes,19.52,11.31,12.31,3.621758857,C.immitis
All genes,25.55,21.47,22.47,4.489928219,C.immitis
All genes,91.35,47.66,48.66,5.604664415,C.immitis
All genes,234.95,171.15,172.15,7.427522371,C.immitis
All genes,11.96,70.36,71.36,6.15704371,C.immitis
All genes,3.25,4.08,5.08,2.344828497,C.immitis
All genes,11.23,11.15,12.15,3.602884409,C.immitis
All genes,115.33,115.34,116.34,6.862203399,C.immitis
All genes,17.75,19.72,20.72,4.372952098,C.immitis
All genes,6.02,13.48,14.48,3.855989697,C.immitis
All genes,21.08,22.94,23.94,4.581351247,C.immitis
All genes,15.31,13.66,14.66,3.873813198,C.immitis
All genes,15.58,42.92,43.92,5.456806149,C.immitis
All genes,98.2,40.98,41.98,5.391630262,C.immitis
All genes,37.57,56.02,57.02,5.833396134,C.immitis
All genes,57.42,49.89,50.89,5.669310286,C.immitis
All genes,28.14,40.18,41.18,5.363871925,C.immitis
All genes,46.37,36.66,37.66,5.234961095,C.immitis
All genes,16.83,40.35,41.35,5.369815424,C.immitis
All genes,5.91,9.68,10.68,3.416839742,C.immitis
All genes,8.01,13.13,14.13,3.820689561,C.immitis
All genes,225.67,96.42,97.42,6.606146078,C.immitis
All genes,21.81,15.36,16.36,4.032100843,C.immitis
All genes,14.63,3.18,4.18,2.063502942,C.immitis
All genes,40.88,77.42,78.42,6.293149737,C.immitis
All genes,21.79,19.49,20.49,4.356848079,C.immitis
All genes,6.7,10.25,11.25,3.491853096,C.immitis
All genes,457.45,3.35,4.35,2.121015401,C.immitis
All genes,14.66,13.4,14.4,3.847996907,C.immitis
All genes,5.38,7.91,8.91,3.155425432,C.immitis
All genes,28.62,37.02,38.02,5.248686627,C.immitis
All genes,40.52,61.13,62.13,5.957218149,C.immitis
All genes,61.35,61.54,62.54,5.966707314,C.immitis
All genes,45.14,41.26,42.26,5.401220862,C.immitis
All genes,55.46,64.04,65.04,6.023255352,C.immitis
All genes,108.42,68.74,69.74,6.123914459,C.immitis
All genes,32.65,23.24,24.24,4.599317794,C.immitis
All genes,28.65,41.33,42.33,5.403608584,C.immitis
All genes,43.76,50.96,51.96,5.699329526,C.immitis
All genes,782.36,681.55,682.55,9.414790924,C.immitis
All genes,53.12,36.61,37.61,5.233044401,C.immitis
All genes,80.51,55.94,56.94,5.831370588,C.immitis
All genes,45.62,44.93,45.93,5.521364878,C.immitis
All genes,7.38,36.48,37.48,5.228049048,C.immitis
All genes,21.79,33.39,34.39,5.103917211,C.immitis
All genes,282.39,75.67,76.67,6.260590275,C.immitis
All genes,57.17,61.24,62.24,5.959770155,C.immitis
All genes,86.33,25.85,26.85,4.746850183,C.immitis
All genes,106.33,29,30,4.906890596,C.immitis
All genes,11.25,7.38,8.38,3.066950244,C.immitis
All genes,70.17,57.61,58.61,5.873074932,C.immitis
All genes,12.83,13.52,14.52,3.859969548,C.immitis
All genes,31.94,47.23,48.23,5.591858905,C.immitis
All genes,43.61,41.35,42.35,5.404290064,C.immitis
All genes,13.09,3.36,4.36,2.124328135,C.immitis
All genes,49.06,51.6,52.6,5.716990894,C.immitis
All genes,58.6,86.77,87.77,6.455656002,C.immitis
All genes,6.92,4.91,5.91,2.56315813,C.immitis
All genes,11.31,14.8,15.8,3.981852653,C.immitis
All genes,6.2,18.57,19.57,4.290571851,C.immitis
All genes,133.11,41.95,42.95,5.424586226,C.immitis
All genes,161.49,117.26,118.26,6.885818372,C.immitis
All genes,104.48,296.73,297.73,8.217860788,C.immitis
All genes,61.55,37.11,38.11,5.252097703,C.immitis
All genes,22.31,19.02,20.02,4.323370069,C.immitis
All genes,134.03,317.75,318.75,8.316281532,C.immitis
All genes,111.37,62.14,63.14,5.980482356,C.immitis
All genes,114.07,29.08,30.08,4.910732662,C.immitis
All genes,1.59,1.75,2.75,1.459431619,C.immitis
All genes,50.15,1.98,2.98,1.575312331,C.immitis
All genes,4.4,3.26,4.26,2.09085343,C.immitis
All genes,8.22,7.96,8.96,3.163498732,C.immitis
All genes,5.24,20.81,21.81,4.446917865,C.immitis
All genes,354.95,268.12,269.12,8.0721058,C.immitis
All genes,49.32,33.16,34.16,5.09423607,C.immitis
All genes,83.48,63.93,64.93,6.020813304,C.immitis
All genes,19.86,26.14,27.14,4.762348816,C.immitis
All genes,30.69,6.77,7.77,2.957914599,C.immitis
All genes,27.39,10.74,11.74,3.553360503,C.immitis
All genes,243.58,194.89,195.89,7.613899941,C.immitis
All genes,1.22,0.34,1.34,0.422233001,C.immitis
All genes,24.46,15.12,16.12,4.010779839,C.immitis
All genes,19.99,13.6,14.6,3.867896464,C.immitis
All genes,45.62,75.75,76.75,6.262094845,C.immitis
All genes,170.99,105.82,106.82,6.739037979,C.immitis
All genes,155.67,150.95,151.95,7.247452865,C.immitis
All genes,58.87,42.27,43.27,5.435295216,C.immitis
All genes,53.71,42.08,43.08,5.428946345,C.immitis
All genes,27.83,99.51,100.51,6.651195236,C.immitis
All genes,3.32,4.01,5.01,2.324810603,C.immitis
All genes,84.93,33.3,34.3,5.100136671,C.immitis
All genes,29.77,18.83,19.83,4.309612772,C.immitis
All genes,12.83,12.19,13.19,3.721372659,C.immitis
All genes,9.05,7.88,8.88,3.150559677,C.immitis
All genes,4.21,2.66,3.66,1.871843649,C.immitis
All genes,9.63,5.01,6.01,2.587364991,C.immitis
All genes,7.01,4.6,5.6,2.485426827,C.immitis
All genes,51.86,12.21,13.21,3.723558561,C.immitis
All genes,13.06,6.34,7.34,2.875780063,C.immitis
All genes,5.31,3.84,4.84,2.275007047,C.immitis
All genes,2.62,0.63,1.63,0.704871964,C.immitis
All genes,2.03,2.31,3.31,1.726831217,C.immitis
All genes,73.69,66.44,67.44,6.075532631,C.immitis
All genes,46.41,85.4,86.4,6.432959407,C.immitis
All genes,95.62,93.15,94.15,6.55688919,C.immitis
All genes,34.11,90.36,91.36,6.513490746,C.immitis
All genes,171.11,168.21,169.21,7.402671021,C.immitis
All genes,22.94,26.72,27.72,4.792855352,C.immitis
All genes,3.07,16.87,17.87,4.159467729,C.immitis
All genes,30.17,12.42,13.42,3.746312766,C.immitis
All genes,18.88,14.26,15.26,3.931683057,C.immitis
All genes,109.14,127.65,128.65,7.007307647,C.immitis
All genes,22.78,18.65,19.65,4.296457407,C.immitis
All genes,39.7,20.17,21.17,4.403949364,C.immitis
All genes,0.95,0.32,1.32,0.40053793,C.immitis
All genes,11.15,12.54,13.54,3.759155834,C.immitis
All genes,2.54,24.19,25.19,4.654779217,C.immitis
All genes,41.67,91.49,92.49,6.531225485,C.immitis
All genes,16.95,24.02,25.02,4.645009884,C.immitis
All genes,30.15,47.87,48.87,5.610877199,C.immitis
All genes,131.34,289.83,290.83,8.184032285,C.immitis
All genes,107.23,17.85,18.85,4.236492618,C.immitis
All genes,2.4,1.54,2.54,1.344828497,C.immitis
All genes,183.9,141.56,142.56,7.155425432,C.immitis
All genes,11.42,5.53,6.53,2.707082992,C.immitis
All genes,146.28,57.09,58.09,5.860217925,C.immitis
All genes,95.1,101.27,102.27,6.676239195,C.immitis
All genes,194.92,153.72,154.72,7.27351589,C.immitis
All genes,112.32,134.11,135.11,7.077990648,C.immitis
All genes,10.5,6.16,7.16,2.839959587,C.immitis
All genes,2.17,10.56,11.56,3.531069493,C.immitis
All genes,24.55,23.85,24.85,4.635173947,C.immitis
All genes,43.14,45.07,46.07,5.525755693,C.immitis
All genes,74.21,58.17,59.17,5.88679399,C.immitis
All genes,94.85,106.07,107.07,6.742410497,C.immitis
All genes,9.44,5.73,6.73,2.750606505,C.immitis
All genes,9.98,24.9,25.9,4.694880193,C.immitis
All genes,15.06,14.38,15.38,3.942983598,C.immitis
All genes,249.02,257.28,258.28,8.012792122,C.immitis
All genes,10.84,15.01,16.01,4.000901403,C.immitis
All genes,106.13,95.65,96.65,6.594697827,C.immitis
All genes,1.18,1.46,2.46,1.298658316,C.immitis
All genes,1.86,8.94,9.94,3.313245852,C.immitis
All genes,12.32,7.42,8.42,3.073820233,C.immitis
All genes,9.81,4.92,5.92,2.565597176,C.immitis
All genes,4.11,3.74,4.74,2.244887059,C.immitis
All genes,20.84,47.66,48.66,5.604664415,C.immitis
All genes,15.17,64.98,65.98,6.043956873,C.immitis
All genes,168.73,135.92,136.92,7.097189387,C.immitis
All genes,11.06,26.45,27.45,4.778734244,C.immitis
All genes,19.25,15.02,16.02,4.001802243,C.immitis
All genes,80.84,113.47,114.47,6.83882574,C.immitis
All genes,22.53,22.74,23.74,4.56924803,C.immitis
All genes,15.15,15.99,16.99,4.086613947,C.immitis
All genes,4.82,7.91,8.91,3.155425432,C.immitis
All genes,43.35,26.9,27.9,4.802193217,C.immitis
All genes,1.91,11.96,12.96,3.695993813,C.immitis
All genes,5.44,5.6,6.6,2.722466024,C.immitis
All genes,14.6,11.94,12.94,3.693765712,C.immitis
All genes,17.78,6.96,7.96,2.992768431,C.immitis
All genes,16.09,22.13,23.13,4.531693361,C.immitis
All genes,47.15,46.24,47.24,5.56193706,C.immitis
All genes,819.66,561.59,562.59,9.135940099,C.immitis
All genes,118.41,149.15,150.15,7.230260665,C.immitis
All genes,241.88,101.31,102.31,6.676803354,C.immitis
All genes,2.67,8.72,9.72,3.280956314,C.immitis
All genes,11.31,13.79,14.79,3.886550147,C.immitis
All genes,11.71,28.01,29.01,4.85847839,C.immitis
All genes,31.95,15.98,16.98,4.085764554,C.immitis
All genes,8.26,12.24,13.24,3.726831217,C.immitis
All genes,16.31,15.83,16.83,4.072963272,C.immitis
All genes,70.84,117.34,118.34,6.88679399,C.immitis
All genes,1315.46,588.37,589.37,9.203029816,C.immitis
All genes,82.16,34.72,35.72,5.158660175,C.immitis
All genes,110.62,49.51,50.51,5.658497137,C.immitis
All genes,25.63,21.97,22.97,4.521678952,C.immitis
All genes,1034.79,958.55,959.55,9.906214174,C.immitis
All genes,20.81,14.17,15.17,3.92314918,C.immitis
All genes,7.78,11.19,12.19,3.607626221,C.immitis
All genes,18.14,32.75,33.75,5.076815597,C.immitis
All genes,16.99,10.53,11.53,3.527320608,C.immitis
All genes,131.32,56.29,57.29,5.840211433,C.immitis
All genes,56.08,43.71,44.71,5.482525641,C.immitis
All genes,53.57,53.64,54.64,5.771885579,C.immitis
All genes,3.69,3.79,4.79,2.260025656,C.immitis
All genes,101.87,129.63,130.63,7.029342449,C.immitis
All genes,1.51,2.26,3.26,1.704871964,C.immitis
All genes,29.62,23.41,24.41,4.60940039,C.immitis
All genes,184.43,129.72,130.72,7.030336078,C.immitis
All genes,90.57,101.62,102.62,6.68116812,C.immitis
All genes,31.33,22.98,23.98,4.583759754,C.immitis
All genes,3.73,8.53,9.53,3.252476214,C.immitis
All genes,13.79,53.92,54.92,5.77925972,C.immitis
All genes,12.27,14.71,15.71,3.973611276,C.immitis
All genes,40.78,69.35,70.35,6.136478518,C.immitis
All genes,93.71,80.5,81.5,6.348728154,C.immitis
All genes,28.34,11.77,12.77,3.67468662,C.immitis
All genes,71.98,74.79,75.79,6.243935602,C.immitis
All genes,18.36,16.43,17.43,4.123500664,C.immitis
All genes,17.45,29.43,30.43,4.927422429,C.immitis
All genes,62.08,110.19,111.19,6.796883233,C.immitis
All genes,3.09,6,7,2.807354922,C.immitis
All genes,38.96,65.06,66.06,6.045705065,C.immitis
All genes,33.14,30.08,31.08,4.957914599,C.immitis
All genes,4.48,4.13,5.13,2.358958826,C.immitis
All genes,37.79,28.89,29.89,4.901590992,C.immitis
All genes,44.76,14.84,15.84,3.98550043,C.immitis
All genes,33.86,32,33,5.044394119,C.immitis
All genes,17.02,13.04,14.04,3.811471031,C.immitis
All genes,35.87,18.55,19.55,4.289096702,C.immitis
All genes,20.51,22.5,23.5,4.554588852,C.immitis
All genes,105.2,91.66,92.66,6.533874777,C.immitis
All genes,18.46,14.93,15.93,3.993674362,C.immitis
All genes,10.65,16.63,17.63,4.13996057,C.immitis
All genes,90.87,119.13,120.13,6.908452669,C.immitis
All genes,33.41,15.43,16.43,4.038260575,C.immitis
All genes,78.14,66.11,67.11,6.068455852,C.immitis
All genes,108.22,71.44,72.44,6.178714641,C.immitis
All genes,73.77,69.52,70.52,6.13996057,C.immitis
All genes,23.82,35.47,36.47,5.188638295,C.immitis
All genes,14.16,40.7,41.7,5.381975479,C.immitis
All genes,14.96,3.53,4.53,2.17951105,C.immitis
All genes,1.79,4.69,5.69,2.508428653,C.immitis
All genes,24.15,10.71,11.71,3.549669171,C.immitis
All genes,13.55,29.52,30.52,4.931683057,C.immitis
All genes,2.48,1.37,2.37,1.244887059,C.immitis
All genes,161.57,226.43,227.43,7.829278761,C.immitis
All genes,157.75,112.83,113.83,6.830737021,C.immitis
All genes,30.14,56.72,57.72,5.850999395,C.immitis
All genes,161.82,328.14,329.14,8.362557556,C.immitis
All genes,5.21,3.97,4.97,2.313245852,C.immitis
All genes,11.4,3.17,4.17,2.060047384,C.immitis
All genes,19.47,18.63,19.63,4.294988268,C.immitis
All genes,71.62,39.14,40.14,5.326968712,C.immitis
All genes,157.53,172.82,173.82,7.44145028,C.immitis
All genes,98.73,119.41,120.41,6.911811402,C.immitis
All genes,12.35,9.6,10.6,3.40599236,C.immitis
All genes,2.3,27.99,28.99,4.857483428,C.immitis
All genes,0.86,4.61,5.61,2.488000771,C.immitis
All genes,39.01,34.14,35.14,5.135042286,C.immitis
All genes,6.86,42.48,43.48,5.442280035,C.immitis
All genes,24.03,15.52,16.52,4.046141782,C.immitis
All genes,9.31,9.89,10.89,3.444932049,C.immitis
All genes,2.64,2.85,3.85,1.944858446,C.immitis
All genes,83.94,127.28,128.28,7.003152449,C.immitis
All genes,47.92,48.95,49.95,5.642412773,C.immitis
All genes,12.15,29.11,30.11,4.912170803,C.immitis
All genes,1.98,8.11,9.11,3.187451054,C.immitis
All genes,23.64,6.2,7.2,2.847996907,C.immitis
All genes,27.77,29.37,30.37,4.924575003,C.immitis
All genes,17.15,19.7,20.7,4.371558863,C.immitis
All genes,29.29,47.18,48.18,5.590362488,C.immitis
All genes,63.38,46.65,47.65,5.574404309,C.immitis
All genes,39.21,18.8,19.8,4.307428525,C.immitis
All genes,101.86,117.55,118.55,6.889351853,C.immitis
